experiment,strategy,rho_true,cannibalization_true,loe_year,acceleration_years,rnd_cost_synergy,capacity_profile,risk_policy_profile,assumed_value_choice,true_value_oracle,eNPV_regret_usd_m,P5_regret_usd_m,governance_choice_under_independence_additivity,governance_oracle_under_truth,wrong_governance_choice,selected_true_capacity_breach_probability,oracle_capacity_breach_probability,incremental_capacity_breach_probability,value_selected_true_capacity_breach_probability,value_selected_incremental_breach_vs_diversified,value_selected_true_P5_NPV_usd_m,value_selected_P5_shortfall_vs_diversified_usd_m,concentrated_true_P5_NPV_usd_m,diversified_P5_NPV_usd_m,concentrated_true_eNPV_usd_m,diversified_eNPV_usd_m,n_runs
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.0,base,growth,concentrated,diversified,102.12202273580226,13.572581744040235,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-1161.8183631345016,13.572581744040235,-1161.8183631345016,-1148.2457813904614,401.7128367732571,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.0,high,preservation,concentrated,diversified,102.12202273580226,13.572581744040235,no feasible action,no feasible action,False,,,,0.09357,-0.0017599999999999977,-1161.8183631345016,13.572581744040235,-1161.8183631345016,-1148.2457813904614,401.7128367732571,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.0,high,balanced,concentrated,diversified,102.12202273580226,13.572581744040235,no feasible action,no feasible action,False,,,,0.09357,-0.0017599999999999977,-1161.8183631345016,13.572581744040235,-1161.8183631345016,-1148.2457813904614,401.7128367732571,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.0,high,growth,concentrated,diversified,102.12202273580226,13.572581744040235,concentrated,diversified,True,0.09357,0.09533,-0.0017599999999999977,0.09357,-0.0017599999999999977,-1161.8183631345016,13.572581744040235,-1161.8183631345016,-1148.2457813904614,401.7128367732571,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.1,low,preservation,concentrated,diversified,9.339116904753382,0.0,no feasible action,no feasible action,False,,,,0.45002,0.05020999999999998,-1078.2944657538667,0.0,-1078.2944657538667,-1148.2457813904614,494.495742604306,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.1,low,balanced,concentrated,diversified,9.339116904753382,0.0,no feasible action,no feasible action,False,,,,0.45002,0.05020999999999998,-1078.2944657538667,0.0,-1078.2944657538667,-1148.2457813904614,494.495742604306,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.1,low,growth,concentrated,diversified,9.339116904753382,0.0,no feasible action,no feasible action,False,,,,0.45002,0.05020999999999998,-1078.2944657538667,0.0,-1078.2944657538667,-1148.2457813904614,494.495742604306,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.1,base,preservation,concentrated,diversified,9.339116904753382,0.0,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-1078.2944657538667,0.0,-1078.2944657538667,-1148.2457813904614,494.495742604306,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.1,base,balanced,concentrated,diversified,9.339116904753382,0.0,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-1078.2944657538667,0.0,-1078.2944657538667,-1148.2457813904614,494.495742604306,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.1,base,growth,concentrated,diversified,9.339116904753382,0.0,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-1078.2944657538667,0.0,-1078.2944657538667,-1148.2457813904614,494.495742604306,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.1,high,preservation,concentrated,diversified,9.339116904753382,0.0,no feasible action,no feasible action,False,,,,0.06044,-0.03489,-1078.2944657538667,0.0,-1078.2944657538667,-1148.2457813904614,494.495742604306,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.1,high,balanced,concentrated,diversified,9.339116904753382,0.0,no feasible action,no feasible action,False,,,,0.06044,-0.03489,-1078.2944657538667,0.0,-1078.2944657538667,-1148.2457813904614,494.495742604306,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.1,high,growth,concentrated,diversified,9.339116904753382,0.0,concentrated,diversified,True,0.06044,0.09533,-0.03489,0.06044,-0.03489,-1078.2944657538667,0.0,-1078.2944657538667,-1148.2457813904614,494.495742604306,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.2,low,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.44916,0.049350000000000005,-1001.556859245252,0.0,-1001.556859245252,-1148.2457813904614,587.278648435355,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.2,low,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.44916,0.049350000000000005,-1001.556859245252,0.0,-1001.556859245252,-1148.2457813904614,587.278648435355,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.2,low,growth,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.44916,0.049350000000000005,-1001.556859245252,0.0,-1001.556859245252,-1148.2457813904614,587.278648435355,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.2,base,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-1001.556859245252,0.0,-1001.556859245252,-1148.2457813904614,587.278648435355,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.2,base,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-1001.556859245252,0.0,-1001.556859245252,-1148.2457813904614,587.278648435355,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.2,base,growth,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-1001.556859245252,0.0,-1001.556859245252,-1148.2457813904614,587.278648435355,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.2,high,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.03329,-0.06204,-1001.556859245252,0.0,-1001.556859245252,-1148.2457813904614,587.278648435355,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.2,high,balanced,concentrated,concentrated,0.0,0.0,concentrated,no feasible action,True,0.03329,,,0.03329,-0.06204,-1001.556859245252,0.0,-1001.556859245252,-1148.2457813904614,587.278648435355,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.2,high,growth,concentrated,concentrated,0.0,0.0,concentrated,concentrated,False,0.03329,0.03329,0.0,0.03329,-0.06204,-1001.556859245252,0.0,-1001.556859245252,-1148.2457813904614,587.278648435355,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.3,low,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.443,0.043190000000000006,-924.819252736637,0.0,-924.819252736637,-1148.2457813904614,680.061554266404,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.3,low,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.443,0.043190000000000006,-924.819252736637,0.0,-924.819252736637,-1148.2457813904614,680.061554266404,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.3,low,growth,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.443,0.043190000000000006,-924.819252736637,0.0,-924.819252736637,-1148.2457813904614,680.061554266404,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.3,base,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-924.819252736637,0.0,-924.819252736637,-1148.2457813904614,680.061554266404,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.3,base,balanced,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-924.819252736637,0.0,-924.819252736637,-1148.2457813904614,680.061554266404,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.3,base,growth,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-924.819252736637,0.0,-924.819252736637,-1148.2457813904614,680.061554266404,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.3,high,preservation,concentrated,concentrated,0.0,0.0,no feasible action,no feasible action,False,,,,0.02413,-0.0712,-924.819252736637,0.0,-924.819252736637,-1148.2457813904614,680.061554266404,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.3,high,balanced,concentrated,concentrated,0.0,0.0,concentrated,concentrated,False,0.02413,0.02413,0.0,0.02413,-0.0712,-924.819252736637,0.0,-924.819252736637,-1148.2457813904614,680.061554266404,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.25,18.0,0.5,0.3,high,growth,concentrated,concentrated,0.0,0.0,concentrated,concentrated,False,0.02413,0.02413,0.0,0.02413,-0.0712,-924.819252736637,0.0,-924.819252736637,-1148.2457813904614,680.061554266404,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.0,low,preservation,concentrated,diversified,299.8455173337981,13.572581744040235,no feasible action,no feasible action,False,,,,0.46674,0.06692999999999999,-1161.8183631345016,13.572581744040235,-1161.8183631345016,-1148.2457813904614,203.98934217526124,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.0,low,balanced,concentrated,diversified,299.8455173337981,13.572581744040235,no feasible action,no feasible action,False,,,,0.46674,0.06692999999999999,-1161.8183631345016,13.572581744040235,-1161.8183631345016,-1148.2457813904614,203.98934217526124,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.0,low,growth,concentrated,diversified,299.8455173337981,13.572581744040235,no feasible action,no feasible action,False,,,,0.46674,0.06692999999999999,-1161.8183631345016,13.572581744040235,-1161.8183631345016,-1148.2457813904614,203.98934217526124,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.0,base,preservation,concentrated,diversified,299.8455173337981,13.572581744040235,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-1161.8183631345016,13.572581744040235,-1161.8183631345016,-1148.2457813904614,203.98934217526124,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.0,base,balanced,concentrated,diversified,299.8455173337981,13.572581744040235,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-1161.8183631345016,13.572581744040235,-1161.8183631345016,-1148.2457813904614,203.98934217526124,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.0,base,growth,concentrated,diversified,299.8455173337981,13.572581744040235,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-1161.8183631345016,13.572581744040235,-1161.8183631345016,-1148.2457813904614,203.98934217526124,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.0,high,preservation,concentrated,diversified,299.8455173337981,13.572581744040235,no feasible action,no feasible action,False,,,,0.09357,-0.0017599999999999977,-1161.8183631345016,13.572581744040235,-1161.8183631345016,-1148.2457813904614,203.98934217526124,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.0,high,balanced,concentrated,diversified,299.8455173337981,13.572581744040235,no feasible action,no feasible action,False,,,,0.09357,-0.0017599999999999977,-1161.8183631345016,13.572581744040235,-1161.8183631345016,-1148.2457813904614,203.98934217526124,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.0,high,growth,concentrated,diversified,299.8455173337981,13.572581744040235,concentrated,diversified,True,0.09357,0.09533,-0.0017599999999999977,0.09357,-0.0017599999999999977,-1161.8183631345016,13.572581744040235,-1161.8183631345016,-1148.2457813904614,203.98934217526124,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.1,low,preservation,concentrated,diversified,207.06261150274923,0.0,no feasible action,no feasible action,False,,,,0.45002,0.05020999999999998,-1078.2944657538667,0.0,-1078.2944657538667,-1148.2457813904614,296.7722480063101,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.1,low,balanced,concentrated,diversified,207.06261150274923,0.0,no feasible action,no feasible action,False,,,,0.45002,0.05020999999999998,-1078.2944657538667,0.0,-1078.2944657538667,-1148.2457813904614,296.7722480063101,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.1,low,growth,concentrated,diversified,207.06261150274923,0.0,no feasible action,no feasible action,False,,,,0.45002,0.05020999999999998,-1078.2944657538667,0.0,-1078.2944657538667,-1148.2457813904614,296.7722480063101,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.1,base,preservation,concentrated,diversified,207.06261150274923,0.0,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-1078.2944657538667,0.0,-1078.2944657538667,-1148.2457813904614,296.7722480063101,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.1,base,balanced,concentrated,diversified,207.06261150274923,0.0,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-1078.2944657538667,0.0,-1078.2944657538667,-1148.2457813904614,296.7722480063101,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.1,base,growth,concentrated,diversified,207.06261150274923,0.0,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-1078.2944657538667,0.0,-1078.2944657538667,-1148.2457813904614,296.7722480063101,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.1,high,preservation,concentrated,diversified,207.06261150274923,0.0,no feasible action,no feasible action,False,,,,0.06044,-0.03489,-1078.2944657538667,0.0,-1078.2944657538667,-1148.2457813904614,296.7722480063101,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.1,high,balanced,concentrated,diversified,207.06261150274923,0.0,no feasible action,no feasible action,False,,,,0.06044,-0.03489,-1078.2944657538667,0.0,-1078.2944657538667,-1148.2457813904614,296.7722480063101,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.1,high,growth,concentrated,diversified,207.06261150274923,0.0,concentrated,diversified,True,0.06044,0.09533,-0.03489,0.06044,-0.03489,-1078.2944657538667,0.0,-1078.2944657538667,-1148.2457813904614,296.7722480063101,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.2,low,preservation,concentrated,diversified,114.27970567170024,0.0,no feasible action,no feasible action,False,,,,0.44916,0.049350000000000005,-1001.556859245252,0.0,-1001.556859245252,-1148.2457813904614,389.5551538373591,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.2,low,balanced,concentrated,diversified,114.27970567170024,0.0,no feasible action,no feasible action,False,,,,0.44916,0.049350000000000005,-1001.556859245252,0.0,-1001.556859245252,-1148.2457813904614,389.5551538373591,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.2,low,growth,concentrated,diversified,114.27970567170024,0.0,no feasible action,no feasible action,False,,,,0.44916,0.049350000000000005,-1001.556859245252,0.0,-1001.556859245252,-1148.2457813904614,389.5551538373591,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.2,base,preservation,concentrated,diversified,114.27970567170024,0.0,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-1001.556859245252,0.0,-1001.556859245252,-1148.2457813904614,389.5551538373591,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.2,base,balanced,concentrated,diversified,114.27970567170024,0.0,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-1001.556859245252,0.0,-1001.556859245252,-1148.2457813904614,389.5551538373591,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.2,base,growth,concentrated,diversified,114.27970567170024,0.0,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-1001.556859245252,0.0,-1001.556859245252,-1148.2457813904614,389.5551538373591,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.2,high,preservation,concentrated,diversified,114.27970567170024,0.0,no feasible action,no feasible action,False,,,,0.03329,-0.06204,-1001.556859245252,0.0,-1001.556859245252,-1148.2457813904614,389.5551538373591,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.2,high,balanced,concentrated,diversified,114.27970567170024,0.0,concentrated,no feasible action,True,0.03329,,,0.03329,-0.06204,-1001.556859245252,0.0,-1001.556859245252,-1148.2457813904614,389.5551538373591,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.2,high,growth,concentrated,diversified,114.27970567170024,0.0,concentrated,diversified,True,0.03329,0.09533,-0.06204,0.03329,-0.06204,-1001.556859245252,0.0,-1001.556859245252,-1148.2457813904614,389.5551538373591,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.3,low,preservation,concentrated,diversified,21.496799840651363,0.0,no feasible action,no feasible action,False,,,,0.443,0.043190000000000006,-924.819252736637,0.0,-924.819252736637,-1148.2457813904614,482.338059668408,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.3,low,balanced,concentrated,diversified,21.496799840651363,0.0,no feasible action,no feasible action,False,,,,0.443,0.043190000000000006,-924.819252736637,0.0,-924.819252736637,-1148.2457813904614,482.338059668408,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.3,low,growth,concentrated,diversified,21.496799840651363,0.0,no feasible action,no feasible action,False,,,,0.443,0.043190000000000006,-924.819252736637,0.0,-924.819252736637,-1148.2457813904614,482.338059668408,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.3,base,preservation,concentrated,diversified,21.496799840651363,0.0,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-924.819252736637,0.0,-924.819252736637,-1148.2457813904614,482.338059668408,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.3,base,balanced,concentrated,diversified,21.496799840651363,0.0,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-924.819252736637,0.0,-924.819252736637,-1148.2457813904614,482.338059668408,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.3,base,growth,concentrated,diversified,21.496799840651363,0.0,no feasible action,no feasible action,False,,,,0.44149,0.06758999999999998,-924.819252736637,0.0,-924.819252736637,-1148.2457813904614,482.338059668408,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.3,high,preservation,concentrated,diversified,21.496799840651363,0.0,no feasible action,no feasible action,False,,,,0.02413,-0.0712,-924.819252736637,0.0,-924.819252736637,-1148.2457813904614,482.338059668408,503.83485950905936,100000
E7,Parallel PIAP,0.2,0.5,18.0,0.5,0.3,high,balanced,concentrated,diversified,21.496799840651363,0.0,concentrated,concentrated,False,0.02413,0.02413,0.0,0.02413,-0.0712,-924.819252736637,0.0,-924.819252736637,-1148.2457813904614,482.338059668408,503.83485950905936,100000
